id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl
135,Gold-Plated Necklace,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22898378/2023/4/25/48e704f1-5431-41e3-9360-0a379c9bc28c1682440434875Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22898378/2023/4/25/48e704f1-5431-41e3-9360-0a379c9bc28c1682440434875Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22898378/2023/4/25/48e704f1-5431-41e3-9360-0a379c9bc28c1682440434875Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22898378/2023/4/25/48e704f1-5431-41e3-9360-0a379c9bc28c1682440434875Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22898378/2023/4/25/48e704f1-5431-41e3-9360-0a379c9bc28c1682440434875Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22898378/2023/4/25/48e704f1-5431-41e3-9360-0a379c9bc28c1682440434875Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22898378/2023/4/25/48e704f1-5431-41e3-9360-0a379c9bc28c1682440434875Multicolourdesignerstatementstonesnecklace1.jpg",-,994,2925,0,0,66,SOHI,https://www.myntra.com/necklace-and-chains/sohi/sohi-gold-plated-stone-studded-necklace/22898378/buy
136,Brass Gold-Plated Layered Necklace,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22935316/2023/4/28/73c383e7-19e0-4965-a14f-7cfb6b43a3461682675973680Gold-PlatedWhiteGold-TonedBrassNecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22935316/2023/4/28/73c383e7-19e0-4965-a14f-7cfb6b43a3461682675973680Gold-PlatedWhiteGold-TonedBrassNecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22935316/2023/4/28/73c383e7-19e0-4965-a14f-7cfb6b43a3461682675973680Gold-PlatedWhiteGold-TonedBrassNecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22935316/2023/4/28/73c383e7-19e0-4965-a14f-7cfb6b43a3461682675973680Gold-PlatedWhiteGold-TonedBrassNecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22935316/2023/4/28/73c383e7-19e0-4965-a14f-7cfb6b43a3461682675973680Gold-PlatedWhiteGold-TonedBrassNecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22935316/2023/4/28/73c383e7-19e0-4965-a14f-7cfb6b43a3461682675973680Gold-PlatedWhiteGold-TonedBrassNecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22935316/2023/4/28/73c383e7-19e0-4965-a14f-7cfb6b43a3461682675973680Gold-PlatedWhiteGold-TonedBrassNecklace1.jpg",-,299,2499,0,0,88,Aazeen,https://www.myntra.com/necklace-and-chains/aazeen/aazeen-gold-toned--white-brass-gold-plated-layered-necklace/22935316/buy
137,Set Of 2 Gold-Plated Bangles,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22918822/2023/4/27/3db89ff6-5a1c-4b50-8a76-5e84a0d6974b1682591117730Gold-PlatedWhiteAmericanDiamondstuddedFloralShapedBanglesJew1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22918822/2023/4/27/3db89ff6-5a1c-4b50-8a76-5e84a0d6974b1682591117730Gold-PlatedWhiteAmericanDiamondstuddedFloralShapedBanglesJew1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22918822/2023/4/27/3db89ff6-5a1c-4b50-8a76-5e84a0d6974b1682591117730Gold-PlatedWhiteAmericanDiamondstuddedFloralShapedBanglesJew1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22918822/2023/4/27/3db89ff6-5a1c-4b50-8a76-5e84a0d6974b1682591117730Gold-PlatedWhiteAmericanDiamondstuddedFloralShapedBanglesJew1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22918822/2023/4/27/3db89ff6-5a1c-4b50-8a76-5e84a0d6974b1682591117730Gold-PlatedWhiteAmericanDiamondstuddedFloralShapedBanglesJew1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22918822/2023/4/27/3db89ff6-5a1c-4b50-8a76-5e84a0d6974b1682591117730Gold-PlatedWhiteAmericanDiamondstuddedFloralShapedBanglesJew1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22918822/2023/4/27/3db89ff6-5a1c-4b50-8a76-5e84a0d6974b1682591117730Gold-PlatedWhiteAmericanDiamondstuddedFloralShapedBanglesJew1.jpg",-,665,3699,0,0,82,Aazeen,https://www.myntra.com/bangle/aazeen/aazeen-set-of-2-gold-plated-american-diamond-studded-bangles/22918822/buy
138,Aviator Sunglasses,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22886240/2023/4/25/352afc0f-a1df-4545-a8ab-7afa4ff815641682410373949MAGNEQPilotShapedPurplePolaroizedUnisexSunglassesMG2207SC3551.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22886240/2023/4/25/352afc0f-a1df-4545-a8ab-7afa4ff815641682410373949MAGNEQPilotShapedPurplePolaroizedUnisexSunglassesMG2207SC3551.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22886240/2023/4/25/352afc0f-a1df-4545-a8ab-7afa4ff815641682410373949MAGNEQPilotShapedPurplePolaroizedUnisexSunglassesMG2207SC3551.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22886240/2023/4/25/352afc0f-a1df-4545-a8ab-7afa4ff815641682410373949MAGNEQPilotShapedPurplePolaroizedUnisexSunglassesMG2207SC3551.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22886240/2023/4/25/352afc0f-a1df-4545-a8ab-7afa4ff815641682410373949MAGNEQPilotShapedPurplePolaroizedUnisexSunglassesMG2207SC3551.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22886240/2023/4/25/352afc0f-a1df-4545-a8ab-7afa4ff815641682410373949MAGNEQPilotShapedPurplePolaroizedUnisexSunglassesMG2207SC3551.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22886240/2023/4/25/352afc0f-a1df-4545-a8ab-7afa4ff815641682410373949MAGNEQPilotShapedPurplePolaroizedUnisexSunglassesMG2207SC3551.jpg",-,903,1290,0,0,30,MAGNEQ,https://www.myntra.com/sunglasses/magneq/magneq-lens--aviator-sunglasses-with-polarised--uv-protected-lens-mg-2207s-c3-5518/22886240/buy
139,Drop Earrings,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22955108/2023/4/29/48b5cc22-2df4-4caf-81fd-f63beefbbb261682761700020JewelzMulticolouredContemporaryDropEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22955108/2023/4/29/48b5cc22-2df4-4caf-81fd-f63beefbbb261682761700020JewelzMulticolouredContemporaryDropEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22955108/2023/4/29/48b5cc22-2df4-4caf-81fd-f63beefbbb261682761700020JewelzMulticolouredContemporaryDropEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22955108/2023/4/29/48b5cc22-2df4-4caf-81fd-f63beefbbb261682761700020JewelzMulticolouredContemporaryDropEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22955108/2023/4/29/48b5cc22-2df4-4caf-81fd-f63beefbbb261682761700020JewelzMulticolouredContemporaryDropEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22955108/2023/4/29/48b5cc22-2df4-4caf-81fd-f63beefbbb261682761700020JewelzMulticolouredContemporaryDropEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22955108/2023/4/29/48b5cc22-2df4-4caf-81fd-f63beefbbb261682761700020JewelzMulticolouredContemporaryDropEarrings1.jpg",-,1899,1899,0,0,0,Jewelz,https://www.myntra.com/earrings/jewelz/jewelz-multicoloured-contemporary-drop-earrings/22955108/buy
140,Set of 2 Coffee Body Wash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg",-,798,798,4.5,69,0,MCaffeine,https://www.myntra.com/body-wash-and-scrub/mcaffeine/mcaffeine-set-of-2-coffee-body-wash-refill-pack-with-vitamin-e--brazil-nut---300-ml-each/22916948/buy
141,Gold-Plated Short Chain,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22889234/2023/4/27/7607d7f8-97cc-4d57-95a3-3351f00e126c168253941127618INCHSHORTNECKLACECHAINFORGIRLSWOMEN1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22889234/2023/4/27/7607d7f8-97cc-4d57-95a3-3351f00e126c168253941127618INCHSHORTNECKLACECHAINFORGIRLSWOMEN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22889234/2023/4/27/7607d7f8-97cc-4d57-95a3-3351f00e126c168253941127618INCHSHORTNECKLACECHAINFORGIRLSWOMEN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22889234/2023/4/27/7607d7f8-97cc-4d57-95a3-3351f00e126c168253941127618INCHSHORTNECKLACECHAINFORGIRLSWOMEN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22889234/2023/4/27/7607d7f8-97cc-4d57-95a3-3351f00e126c168253941127618INCHSHORTNECKLACECHAINFORGIRLSWOMEN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22889234/2023/4/27/7607d7f8-97cc-4d57-95a3-3351f00e126c168253941127618INCHSHORTNECKLACECHAINFORGIRLSWOMEN1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22889234/2023/4/27/7607d7f8-97cc-4d57-95a3-3351f00e126c168253941127618INCHSHORTNECKLACECHAINFORGIRLSWOMEN1.jpg",-,149,999,0,0,85,JEWEL WORLD,https://www.myntra.com/necklace-and-chains/jewel-world/jewel-world-gold-plated-short-chain/22889234/buy
142,Studs Earrings,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22957080/2023/4/29/af28e0fd-4f6f-450f-a647-b951a896dce31682761821713MYKIEarringsForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22957080/2023/4/29/af28e0fd-4f6f-450f-a647-b951a896dce31682761821713MYKIEarringsForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22957080/2023/4/29/af28e0fd-4f6f-450f-a647-b951a896dce31682761821713MYKIEarringsForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22957080/2023/4/29/af28e0fd-4f6f-450f-a647-b951a896dce31682761821713MYKIEarringsForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22957080/2023/4/29/af28e0fd-4f6f-450f-a647-b951a896dce31682761821713MYKIEarringsForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22957080/2023/4/29/af28e0fd-4f6f-450f-a647-b951a896dce31682761821713MYKIEarringsForWomenGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22957080/2023/4/29/af28e0fd-4f6f-450f-a647-b951a896dce31682761821713MYKIEarringsForWomenGirls1.jpg",-,320,320,0,0,0,MYKI,https://www.myntra.com/earrings/myki/myki-silver-toned-contemporary-studs-earrings/22957080/buy
143,Jhumkas Earrings,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22953832/2023/4/29/fc602bd0-f0de-4dd0-98be-fba3d98429901682764239591AazeenRedDomeShapedJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22953832/2023/4/29/fc602bd0-f0de-4dd0-98be-fba3d98429901682764239591AazeenRedDomeShapedJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22953832/2023/4/29/fc602bd0-f0de-4dd0-98be-fba3d98429901682764239591AazeenRedDomeShapedJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22953832/2023/4/29/fc602bd0-f0de-4dd0-98be-fba3d98429901682764239591AazeenRedDomeShapedJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22953832/2023/4/29/fc602bd0-f0de-4dd0-98be-fba3d98429901682764239591AazeenRedDomeShapedJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22953832/2023/4/29/fc602bd0-f0de-4dd0-98be-fba3d98429901682764239591AazeenRedDomeShapedJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22953832/2023/4/29/fc602bd0-f0de-4dd0-98be-fba3d98429901682764239591AazeenRedDomeShapedJhumkasEarrings1.jpg",-,459,1999,0,0,77,Aazeen,https://www.myntra.com/earrings/aazeen/aazeen-red-dome-shaped-jhumkas-earrings/22953832/buy
144,Textured Structured Sling Bag,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22935834/2023/4/28/6e0a918f-be18-42ed-a4fa-9f28a6c3b0571682674477922MetroBeigeStructuredSlingBagwithFringed1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22935834/2023/4/28/6e0a918f-be18-42ed-a4fa-9f28a6c3b0571682674477922MetroBeigeStructuredSlingBagwithFringed1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22935834/2023/4/28/6e0a918f-be18-42ed-a4fa-9f28a6c3b0571682674477922MetroBeigeStructuredSlingBagwithFringed1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22935834/2023/4/28/6e0a918f-be18-42ed-a4fa-9f28a6c3b0571682674477922MetroBeigeStructuredSlingBagwithFringed1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22935834/2023/4/28/6e0a918f-be18-42ed-a4fa-9f28a6c3b0571682674477922MetroBeigeStructuredSlingBagwithFringed1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22935834/2023/4/28/6e0a918f-be18-42ed-a4fa-9f28a6c3b0571682674477922MetroBeigeStructuredSlingBagwithFringed1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22935834/2023/4/28/6e0a918f-be18-42ed-a4fa-9f28a6c3b0571682674477922MetroBeigeStructuredSlingBagwithFringed1.jpg",-,1690,1690,0,0,0,Metro,https://www.myntra.com/handbags/metro/metro-textured-structured-sling-bag-with-quilted/22935834/buy
145,Gold-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22930650/2023/4/29/69f40f8a-68ed-4717-97cf-26691ea9f1de1682740070007JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22930650/2023/4/29/69f40f8a-68ed-4717-97cf-26691ea9f1de1682740070007JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22930650/2023/4/29/69f40f8a-68ed-4717-97cf-26691ea9f1de1682740070007JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22930650/2023/4/29/69f40f8a-68ed-4717-97cf-26691ea9f1de1682740070007JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22930650/2023/4/29/69f40f8a-68ed-4717-97cf-26691ea9f1de1682740070007JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22930650/2023/4/29/69f40f8a-68ed-4717-97cf-26691ea9f1de1682740070007JewellerySet1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22930650/2023/4/29/69f40f8a-68ed-4717-97cf-26691ea9f1de1682740070007JewellerySet1.jpg",-,4000,12500,0,0,68,GRIIHAM,https://www.myntra.com/jewellery-set/griiham/griiham-gold-plated-cz-studded-jewellery-set-/22930650/buy
146,Gold-Plated Necklace,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22898268/2023/4/26/ccf253a7-3493-4c94-ba03-ea86fcea2a5c1682474721671Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22898268/2023/4/26/ccf253a7-3493-4c94-ba03-ea86fcea2a5c1682474721671Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22898268/2023/4/26/ccf253a7-3493-4c94-ba03-ea86fcea2a5c1682474721671Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22898268/2023/4/26/ccf253a7-3493-4c94-ba03-ea86fcea2a5c1682474721671Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22898268/2023/4/26/ccf253a7-3493-4c94-ba03-ea86fcea2a5c1682474721671Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22898268/2023/4/26/ccf253a7-3493-4c94-ba03-ea86fcea2a5c1682474721671Multicolourdesignerstatementstonesnecklace1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22898268/2023/4/26/ccf253a7-3493-4c94-ba03-ea86fcea2a5c1682474721671Multicolourdesignerstatementstonesnecklace1.jpg",-,1198,3525,0,0,66,SOHI,https://www.myntra.com/necklace-and-chains/sohi/sohi-gold-plated-stone-studded-necklace/22898268/buy
147,Jhumkas Earrings,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22963100/2023/4/29/c5493324-afb3-4aa5-a6f4-cd1f365419b81682769608317KordStoreSeaGreenClassicJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22963100/2023/4/29/c5493324-afb3-4aa5-a6f4-cd1f365419b81682769608317KordStoreSeaGreenClassicJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22963100/2023/4/29/c5493324-afb3-4aa5-a6f4-cd1f365419b81682769608317KordStoreSeaGreenClassicJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22963100/2023/4/29/c5493324-afb3-4aa5-a6f4-cd1f365419b81682769608317KordStoreSeaGreenClassicJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22963100/2023/4/29/c5493324-afb3-4aa5-a6f4-cd1f365419b81682769608317KordStoreSeaGreenClassicJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22963100/2023/4/29/c5493324-afb3-4aa5-a6f4-cd1f365419b81682769608317KordStoreSeaGreenClassicJhumkasEarrings1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22963100/2023/4/29/c5493324-afb3-4aa5-a6f4-cd1f365419b81682769608317KordStoreSeaGreenClassicJhumkasEarrings1.jpg",-,299,2999,0,0,90,Kord Store,https://www.myntra.com/earrings/kord-store/kord-store-sea-green-classic-jhumkas-earrings/22963100/buy
148,Drop Earrings,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22956944/2023/4/29/56f73cf4-e397-46b3-b200-29f05657db091682761898808MYKIGorgeousHoopEarringsforWomenandGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22956944/2023/4/29/56f73cf4-e397-46b3-b200-29f05657db091682761898808MYKIGorgeousHoopEarringsforWomenandGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22956944/2023/4/29/56f73cf4-e397-46b3-b200-29f05657db091682761898808MYKIGorgeousHoopEarringsforWomenandGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22956944/2023/4/29/56f73cf4-e397-46b3-b200-29f05657db091682761898808MYKIGorgeousHoopEarringsforWomenandGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22956944/2023/4/29/56f73cf4-e397-46b3-b200-29f05657db091682761898808MYKIGorgeousHoopEarringsforWomenandGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22956944/2023/4/29/56f73cf4-e397-46b3-b200-29f05657db091682761898808MYKIGorgeousHoopEarringsforWomenandGirls1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22956944/2023/4/29/56f73cf4-e397-46b3-b200-29f05657db091682761898808MYKIGorgeousHoopEarringsforWomenandGirls1.jpg",-,399,399,0,0,0,MYKI,https://www.myntra.com/earrings/myki/myki-rose-contemporary-drop-earrings/22956944/buy
